"","X","MES","CONGLOME.x","VIVIENDA.x","HOGAR.x","CODPERSO.x","UBIGEO.x","DOMINIO","ESTRATO.x","CODINFOR.x","P300A","P301A","P207","P507","P513T","P524A1","CONGLOME.y","VIVIENDA.y","HOGAR.y","CODPERSO.y","UBIGEO.y","DOMINIO.y","ESTRATO.y","CODINFOR.y","P401H1","P401H2","P401H3","P401H4","P401H5","P401H6"
"2215",2226,1544711011330504704,15447,110,11,3,30504,"SS",5,3,"Quechua","Secundaria completa","Mujer",3,56,350,15447,110,11,3,30504,6,5,3,2,2,2,2,2,2
"2216",2227,1544711011430504704,15447,110,11,4,30504,"SS",5,4,"Quechua","Secundaria completa","Hombre",4,48,519,15447,110,11,4,30504,6,5,4,2,2,2,2,2,2
"2217",2228,1547023411130101760,15470,234,11,1,30101,"SS",7,1,"Quechua","Primaria incompleta","Mujer",4,48,300,15470,234,11,1,30101,6,7,1,2,2,2,2,2,2
"2218",2229,1547063411130101760,15470,634,11,1,30101,"SS",7,1,"Quechua","Maestria/Doctorado","Hombre",4,48,420,15470,634,11,1,30101,6,7,1,2,2,2,2,2,2
"2219",2230,1547063511130101760,15470,635,11,1,30101,"SS",7,1,"Quechua","Secundaria completa","Hombre",4,36,1800,15470,635,11,1,30101,6,7,1,2,2,2,2,2,2
"2220",2231,1547063611330101760,15470,636,11,3,30101,"SS",7,3,"Castellano","Secundaria completa","Mujer",3,48,900,15470,636,11,3,30101,6,7,3,2,2,2,2,2,2
"2221",2232,1547063611430101760,15470,636,11,4,30101,"SS",7,4,"Castellano","Secundaria incompleta","Mujer",6,48,700,15470,636,11,4,30101,6,7,4,2,2,2,2,2,2
"2222",2233,1550714511130602752,15507,145,11,1,30602,"SS",7,2,"Quechua","Secundaria completa","Hombre",4,52,800,15507,145,11,1,30602,6,7,2,2,2,2,2,2,2
"2223",2234,15513311230712662,15513,3,11,2,30712,"SS",6,2,"Castellano","Primaria incompleta","Hombre",4,32,60,15513,3,11,2,30712,6,6,2,2,2,2,2,2,2
"2224",2235,155132511130712672,15513,25,11,1,30712,"SS",6,1,"Quechua","Secundaria incompleta","Hombre",4,84,1050,15513,25,11,1,30712,6,6,1,2,2,2,2,2,2
"2225",2236,155132511330712672,15513,25,11,3,30712,"SS",6,2,"Castellano","Secundaria completa","Hombre",4,8,20,15513,25,11,3,30712,6,6,2,2,2,2,2,2,2
"2226",2237,155132511430712672,15513,25,11,4,30712,"SS",6,2,"Castellano","Secundaria incompleta","Hombre",4,16,40,15513,25,11,4,30712,6,6,2,2,2,2,2,2,2
"2227",2238,155134811130712672,15513,48,11,1,30712,"SS",6,1,"Quechua","Primaria incompleta","Hombre",4,32,100,15513,48,11,1,30712,6,6,1,2,2,2,2,2,2
"2228",2239,155134811230712672,15513,48,11,2,30712,"SS",6,2,"Quechua","Primaria incompleta","Mujer",4,6,80,15513,48,11,2,30712,6,6,2,2,2,2,2,2,2
"2229",2240,155135911130712672,15513,59,11,1,30712,"SS",6,1,"Castellano","Superior universitaria completa","Hombre",4,18,500,15513,59,11,1,30712,6,6,1,2,2,2,2,2,2
"2230",2241,155138111130712672,15513,81,11,1,30712,"SS",6,1,"Quechua","Secundaria completa","Hombre",4,32,280,15513,81,11,1,30712,6,6,1,2,2,2,2,2,2
"2231",2242,155138111230712672,15513,81,11,2,30712,"SS",6,2,"Castellano","Superior no universitaria Incompleta","Mujer",3,15,200,15513,81,11,2,30712,6,6,1,2,2,2,2,2,2
"2232",2243,155138111330712672,15513,81,11,3,30712,"SS",6,3,"Castellano","Secundaria completa","Hombre",4,8,50,15513,81,11,3,30712,6,6,3,2,2,2,2,2,2
"2233",2244,1551311511130712576,15513,115,11,1,30712,"SS",6,1,"Quechua","Maestria/Doctorado","Hombre",3,15,2400,15513,115,11,1,30712,6,6,1,1,1,2,1,2,2
"2234",2245,1551312611230712576,15513,126,11,2,30712,"SS",6,2,"Quechua","Secundaria completa","Hombre",4,40,1500,15513,126,11,2,30712,6,6,2,2,2,2,2,2,2
"2235",2246,15537311140126612,15537,3,11,1,40126,"SS",1,1,"Castellano","Superior universitaria completa","Hombre",3,70,800,15537,3,11,1,40126,6,1,1,2,2,2,2,2,2
"2236",2247,15537311240126612,15537,3,11,2,40126,"SS",1,1,"Castellano","Secundaria completa","Hombre",3,70,600,15537,3,11,2,40126,6,1,1,2,2,2,2,2,2
"2237",2249,155374611340126624,15537,46,11,3,40126,"SS",1,3,"Castellano","Secundaria completa","Mujer",6,56,1000,15537,46,11,3,40126,6,1,3,2,2,2,2,2,2
"2238",2250,155376811440126624,15537,68,11,4,40126,"SS",1,4,"Castellano","Superior no universitaria completa","Mujer",3,42,1000,15537,68,11,4,40126,6,1,4,2,2,2,2,2,2
"2239",2251,155379011140126624,15537,90,11,1,40126,"SS",1,1,"Quechua","Secundaria incompleta","Hombre",4,48,930,15537,90,11,1,40126,6,1,1,2,2,2,2,2,2
"2240",2252,155451711240104608,15545,17,11,2,40104,"SS",1,2,"Quechua","Secundaria completa","Hombre",4,48,1075,15545,17,11,2,40104,6,1,2,2,2,2,2,2,2
"2241",2253,155456611240104608,15545,66,11,2,40104,"SS",1,2,"Quechua","Secundaria completa","Hombre",4,12,750,15545,66,11,2,40104,6,1,2,2,2,2,2,2,2
"2242",2254,15551611440102614,15551,6,11,4,40102,"SS",1,4,"Castellano","Maestria/Doctorado","Hombre",3,0,1400,15551,6,11,4,40102,6,1,4,2,2,2,2,2,2
"2243",2255,155512711140102624,15551,27,11,1,40102,"SS",1,1,"Castellano","Secundaria completa","Mujer",4,48,180,15551,27,11,1,40102,6,1,1,2,2,2,2,2,2
"2244",2256,155516811240102624,15551,68,11,2,40102,"SS",1,2,"Castellano","Secundaria completa","Hombre",4,15,70,15551,68,11,2,40102,6,1,2,2,2,2,2,2,2
"2245",2257,1555110911640102656,15551,109,11,6,40102,"SS",1,6,"Castellano","Secundaria completa","Hombre",4,48,250,15551,109,11,6,40102,6,1,6,2,2,2,2,2,2
"2246",2259,155532311440122624,15553,23,11,4,40122,"SS",1,1,"Aimara","Maestria/Doctorado","Hombre",3,84,2500,15553,23,11,4,40122,6,1,1,2,2,2,2,2,2
"2247",2260,1555313511240122624,15553,135,11,2,40122,"SS",1,2,"Castellano","Maestria/Doctorado","Hombre",3,18,930,15553,135,11,2,40122,6,1,2,2,2,2,2,2,2
"2248",2261,1555320111140122624,15553,201,11,1,40122,"SS",1,1,"Castellano","Maestria/Doctorado","Hombre",3,64,3500,15553,201,11,1,40122,6,1,1,2,2,2,2,2,2
"2249",2262,156192911140122624,15619,29,11,1,40122,"SS",1,1,"Castellano","Secundaria completa","Mujer",4,54,230,15619,29,11,1,40122,6,1,1,2,2,2,2,2,2
"2250",2263,1561911811340122624,15619,118,11,3,40122,"SS",1,3,"Castellano","Maestria/Doctorado","Mujer",3,40,125,15619,118,11,3,40122,6,1,3,2,2,2,2,2,2
"2251",2264,156399311140112608,15639,93,11,1,40112,"SS",1,1,"Castellano","Secundaria completa","Mujer",3,84,700,15639,93,11,1,40112,6,1,1,2,2,2,2,2,2
"2252",2265,156734111240520352,15673,41,11,2,40520,"CS",4,2,"Castellano","Superior no universitaria completa","Hombre",4,16,140,15673,41,11,2,40520,3,4,2,2,2,2,2,2,2
"2253",2266,156736911140520352,15673,69,11,1,40520,"CS",4,1,"Quechua","Primaria incompleta","Mujer",4,16,120,15673,69,11,1,40520,3,4,1,2,2,2,2,2,2
"2254",2267,156736911240520352,15673,69,11,2,40520,"CS",4,2,"Quechua","Primaria incompleta","Hombre",4,24,210,15673,69,11,2,40520,3,4,2,2,2,2,2,2,2
"2255",2268,156736911340520352,15673,69,11,3,40520,"CS",4,3,"Quechua","Secundaria completa","Hombre",4,56,200,15673,69,11,3,40520,3,4,3,2,2,2,2,2,2
"2256",2269,156736911540520352,15673,69,11,5,40520,"CS",4,5,"Castellano","Secundaria completa","Mujer",4,48,250,15673,69,11,5,40520,3,4,5,2,2,2,2,2,2
"2257",2270,156738511140520352,15673,85,11,1,40520,"CS",4,1,"Quechua","Primaria incompleta","Mujer",4,16,130,15673,85,11,1,40520,3,4,1,2,2,2,2,2,2
"2258",2271,156738511240520352,15673,85,11,2,40520,"CS",4,2,"Quechua","Primaria incompleta","Hombre",4,32,280,15673,85,11,2,40520,3,4,2,2,2,2,2,2,2
"2259",2272,156739811140520352,15673,98,11,1,40520,"CS",4,1,"Quechua","Secundaria completa","Hombre",4,48,800,15673,98,11,1,40520,3,4,1,2,2,2,2,2,2
"2260",2273,156739811240520352,15673,98,11,2,40520,"CS",4,2,"Castellano","Secundaria completa","Mujer",4,16,100,15673,98,11,2,40520,3,4,2,2,2,2,2,2,2
"2261",2274,1567312711140520448,15673,127,11,1,40520,"CS",4,1,"Castellano","Maestria/Doctorado","Mujer",3,48,3448,15673,127,11,1,40520,3,4,1,2,2,2,2,2,2
"2262",2275,156924211140202336,15692,42,11,1,40202,"CS",4,1,"Castellano","Maestria/Doctorado","Mujer",3,48,2200,15692,42,11,1,40202,3,4,1,2,2,2,2,2,2
"2263",2276,15711411140128640,15711,4,11,1,40128,"SS",4,1,"Castellano","Maestria/Doctorado","Mujer",3,48,3000,15711,4,11,1,40128,6,4,1,2,2,2,2,2,2
"2264",2277,15711411340128644,15711,4,11,3,40128,"SS",4,3,"Castellano","Superior no universitaria completa","Hombre",3,48,900,15711,4,11,3,40128,6,4,3,2,2,2,2,2,2
"2265",2278,157111511140128640,15711,15,11,1,40128,"SS",4,2,"Castellano","Secundaria completa","Hombre",4,56,2200,15711,15,11,1,40128,6,4,2,1,2,2,2,2,2
"2266",2279,157111511240128640,15711,15,11,2,40128,"SS",4,2,"Quechua","Primaria completa","Mujer",4,48,1200,15711,15,11,2,40128,6,4,2,2,2,2,2,2,2
"2267",2280,157113911140128640,15711,39,11,1,40128,"SS",4,1,"Quechua","Maestria/Doctorado","Hombre",3,0,6000,15711,39,11,1,40128,6,4,1,2,2,2,2,2,2
"2268",2281,157124311140128640,15712,43,11,1,40128,"SS",4,1,"Quechua","Secundaria completa","Hombre",4,91,4000,15712,43,11,1,40128,6,4,1,2,2,2,1,2,2
"2269",2282,1571210111140128768,15712,101,11,1,40128,"SS",4,1,"Castellano","Primaria completa","Mujer",4,32,200,15712,101,11,1,40128,6,4,1,2,2,2,2,2,2
"2270",2283,1571210111240128768,15712,101,11,2,40128,"SS",4,2,"Quechua","Primaria completa","Hombre",4,24,240,15712,101,11,2,40128,6,4,2,2,2,2,2,2,2
"2271",2284,1571210111340128768,15712,101,11,3,40128,"SS",4,3,"Castellano","Superior no universitaria Incompleta","Hombre",3,60,210,15712,101,11,3,40128,6,4,3,2,2,2,2,2,2
"2272",2285,157311211140124640,15731,12,11,1,40124,"SS",5,1,"Castellano","Superior no universitaria completa","Mujer",3,0,930,15731,12,11,1,40124,6,5,1,2,2,2,2,2,2
"2273",2286,157313411240124640,15731,34,11,2,40124,"SS",5,2,"Castellano","Superior no universitaria completa","Hombre",4,24,1500,15731,34,11,2,40124,6,5,2,2,2,2,2,2,2
"2274",2287,157317111140124640,15731,71,11,1,40124,"SS",5,1,"Castellano","Secundaria completa","Mujer",3,36,930,15731,71,11,1,40124,6,5,1,2,2,2,2,2,2
"2275",2288,1573111011140124672,15731,110,11,1,40124,"SS",5,1,"Castellano","Secundaria completa","Hombre",4,44,1684,15731,110,11,1,40124,6,5,1,2,2,2,2,2,2
"2276",2289,157323711240111648,15732,37,11,2,40111,"SS",5,1,"Castellano","Superior no universitaria completa","Hombre",3,54,144,15732,37,11,2,40111,6,5,1,2,2,2,2,2,2
"2277",2290,1573210211140111616,15732,102,11,1,40111,"SS",5,1,"Castellano","Secundaria completa","Mujer",4,8,300,15732,102,11,1,40111,6,5,1,2,2,2,2,2,2
"2278",2291,1573210211240111616,15732,102,11,2,40111,"SS",5,1,"Castellano","Secundaria completa","Hombre",4,40,700,15732,102,11,2,40111,6,5,1,2,2,2,2,2,2
"2279",2292,15734511240105652,15734,5,11,2,40105,"SS",5,2,"Quechua","Secundaria incompleta","Mujer",4,60,1400,15734,5,11,2,40105,6,5,2,2,2,2,2,2,2
"2280",2293,157341311140105664,15734,13,11,1,40105,"SS",5,1,"Quechua","Secundaria completa","Mujer",6,15,120,15734,13,11,1,40105,6,5,1,2,2,2,2,2,2
"2281",2294,157342611140105664,15734,26,11,1,40105,"SS",5,1,"Quechua","Secundaria completa","Hombre",4,45,360,15734,26,11,1,40105,6,5,1,2,2,2,1,2,2
"2282",2295,157342611340105664,15734,26,11,3,40105,"SS",5,3,"Castellano","Maestria/Doctorado","Hombre",4,50,420,15734,26,11,3,40105,6,5,3,2,2,2,2,2,2
"2283",2296,157344011340105664,15734,40,11,3,40105,"SS",5,3,"Castellano","Superior no universitaria completa","Hombre",4,16,140,15734,40,11,3,40105,6,5,3,2,2,2,2,2,2
"2284",2297,157781311340508672,15778,13,11,3,40508,"SS",7,3,"Castellano","Secundaria completa","Hombre",4,16,120,15778,13,11,3,40508,6,7,3,2,2,2,2,2,2
"2285",2298,1577810211340508672,15778,102,11,3,40508,"SS",7,2,"Castellano","Primaria incompleta","Hombre",4,16,60,15778,102,11,3,40508,6,7,2,2,2,2,2,2,2
"2286",2299,1577810311140508672,15778,103,11,1,40508,"SS",7,1,"Castellano","Secundaria incompleta","Hombre",4,12,50,15778,103,11,1,40508,6,7,1,2,2,2,2,2,2
"2287",2300,1577810511140508672,15778,105,11,1,40508,"SS",7,1,"Castellano","Primaria completa","Mujer",4,24,120,15778,105,11,1,40508,6,7,1,2,2,2,2,2,2
"2288",2301,1577810611140508672,15778,106,11,1,40508,"SS",7,1,"Castellano","Primaria completa","Hombre",4,24,150,15778,106,11,1,40508,6,7,1,2,2,2,2,2,2
"2289",2302,1577810711240508672,15778,107,11,2,40508,"SS",7,2,"Castellano","Primaria completa","Mujer",4,16,100,15778,107,11,2,40508,6,7,2,2,2,2,2,2,2
"2290",2303,1577810711340508672,15778,107,11,3,40508,"SS",7,3,"Castellano","Secundaria incompleta","Hombre",4,8,50,15778,107,11,3,40508,6,7,3,2,2,2,2,2,2
"2291",2304,1577810711640508672,15778,107,11,6,40508,"SS",7,6,"Castellano","Secundaria completa","Hombre",4,24,150,15778,107,11,6,40508,6,7,6,2,2,2,2,2,2
"2292",2305,157871411150115520,15787,14,11,1,50115,"SC",2,1,"Quechua","Maestria/Doctorado","Hombre",3,40,2500,15787,14,11,1,50115,5,2,1,2,2,2,2,2,2
"2293",2306,157871411250115520,15787,14,11,2,50115,"SC",2,2,"Castellano","Maestria/Doctorado","Mujer",3,40,2200,15787,14,11,2,50115,5,2,2,2,2,2,2,2,2
"2294",2307,157873011250115520,15787,30,11,2,50115,"SC",2,2,"Castellano","Maestria/Doctorado","Mujer",3,46,1900,15787,30,11,2,50115,5,2,2,2,2,2,2,2,2
"2295",2308,157874611250115520,15787,46,11,2,50115,"SC",2,2,"Quechua","Maestria/Doctorado","Mujer",3,40,2000,15787,46,11,2,50115,5,2,2,2,2,2,2,2,2
"2296",2309,1578714211150115584,15787,142,11,1,50115,"SC",2,1,"Castellano","Maestria/Doctorado","Hombre",3,6,1200,15787,142,11,1,50115,5,2,1,2,2,2,2,2,2
"2297",2310,158153211150101536,15815,32,11,1,50101,"SC",2,1,"Quechua","Superior no universitaria completa","Hombre",3,56,1300,15815,32,11,1,50101,5,2,1,2,2,2,2,2,2
"2298",2311,158153211250101536,15815,32,11,2,50101,"SC",2,2,"Quechua","Secundaria incompleta","Hombre",4,48,400,15815,32,11,2,50101,5,2,2,2,2,2,2,2,2
"2299",2312,158156511250101536,15815,65,11,2,50101,"SC",2,2,"Castellano","Maestria/Doctorado","Mujer",3,40,3000,15815,65,11,2,50101,5,2,2,2,2,2,2,2,2
"2300",2313,158156511450101536,15815,65,11,4,50101,"SC",2,4,"Castellano","Superior universitaria completa","Mujer",3,30,500,15815,65,11,4,50101,5,2,4,2,2,2,2,2,2
"2301",2314,1581513211250101504,15815,132,11,2,50101,"SC",2,2,"Quechua","Superior no universitaria Incompleta","Hombre",4,12,700,15815,132,11,2,50101,5,2,2,2,2,2,2,2,2
"2302",2315,15817911150110520,15817,9,11,1,50110,"SC",2,1,"Castellano","Secundaria completa","Hombre",4,45,2000,15817,9,11,1,50110,5,2,1,2,2,2,2,2,2
"2303",2316,158172811150110528,15817,28,11,1,50110,"SC",2,1,"Castellano","Superior no universitaria Incompleta","Mujer",3,66,180,15817,28,11,1,50110,5,2,1,2,2,2,2,2,2
"2304",2317,158176711150110528,15817,67,11,1,50110,"SC",2,1,"Quechua","Secundaria completa","Hombre",4,48,1500,15817,67,11,1,50110,5,2,1,2,2,2,2,2,2
"2305",2318,1581710611150110464,15817,106,11,1,50110,"SC",2,1,"Quechua","Secundaria incompleta","Mujer",6,72,1200,15817,106,11,1,50110,5,2,1,2,2,2,2,2,2
"2306",2319,158311711250601536,15831,17,11,2,50601,"SC",5,2,"Castellano","Superior no universitaria completa","Mujer",4,14,60,15831,17,11,2,50601,5,5,2,2,2,2,2,2,2
"2307",2320,158316711150601536,15831,67,11,1,50601,"SC",5,1,"Quechua","Primaria completa","Mujer",4,48,600,15831,67,11,1,50601,5,5,1,2,2,2,2,2,2
"2308",2321,158316711250601536,15831,67,11,2,50601,"SC",5,2,"Castellano","Secundaria completa","Hombre",4,48,180,15831,67,11,2,50601,5,5,2,2,2,2,2,2,2
"2309",2322,158316711350601568,15831,67,11,3,50601,"SC",5,3,"Castellano","Secundaria completa","Hombre",4,56,426,15831,67,11,3,50601,5,5,3,2,2,2,2,2,2
"2310",2323,15860411250507752,15860,4,11,2,50507,"SE",5,2,"Castellano","Superior universitaria completa","Mujer",3,26,80,15860,4,11,2,50507,7,5,2,2,2,2,2,2,2
"2311",2324,15860411450507754,15860,4,11,4,50507,"SE",5,4,"Castellano","Secundaria incompleta","Mujer",3,52,80,15860,4,11,4,50507,7,5,4,2,2,2,2,2,2
"2312",2325,158783011150605568,15878,30,11,1,50605,"SC",8,1,"Quechua","Primaria completa","Hombre",4,0,1300,15878,30,11,1,50605,5,8,1,2,2,2,2,2,2
"2313",2326,158829911150101568,15882,99,11,1,50101,"SC",7,1,"Quechua","Primaria completa","Hombre",4,46,400,15882,99,11,1,50101,5,7,1,2,2,2,2,2,2
"2314",2327,1588210011250101504,15882,100,11,2,50101,"SC",7,1,"Quechua","Secundaria incompleta","Hombre",4,27,700,15882,100,11,2,50101,5,7,1,2,2,2,2,2,2
"2315",2329,1588223611250101504,15882,236,11,2,50101,"SC",7,2,"Quechua","Sin nivel","Mujer",4,32,80,15882,236,11,2,50101,5,7,2,2,2,2,2,2,2
"2316",2330,1588223611450101504,15882,236,11,4,50101,"SC",7,4,"Quechua","Secundaria incompleta","Mujer",4,14,150,15882,236,11,4,50101,5,7,4,2,2,2,2,2,2
"2317",2331,1588223811350101504,15882,238,11,3,50101,"SC",7,3,"Quechua","Secundaria completa","Mujer",4,28,200,15882,238,11,3,50101,5,7,3,2,2,2,2,2,2
"2318",2332,159299411250205568,15929,94,11,2,50205,"SC",7,2,"Quechua","Superior universitaria completa","Hombre",4,48,500,15929,94,11,2,50205,5,7,2,2,2,2,2,2,2
"2319",2333,1594920911250509824,15949,209,11,2,50509,"SE",7,2,"Quechua","Secundaria completa","Mujer",4,48,180,15949,209,11,2,50509,7,7,2,2,2,2,2,2,2
"2320",2334,1594921011150509824,15949,210,11,1,50509,"SE",7,1,"Quechua","Sin nivel","Mujer",4,48,545,15949,210,11,1,50509,7,7,1,2,2,2,2,2,2
"2321",2335,1594921111150509824,15949,211,11,1,50509,"SE",7,1,"Quechua","Secundaria incompleta","Hombre",4,48,500,15949,211,11,1,50509,7,7,1,2,2,2,2,2,2
"2322",2336,1594921111350509824,15949,211,11,3,50509,"SE",7,3,"Castellano","Secundaria completa","Hombre",4,28,1500,15949,211,11,3,50509,7,7,3,2,2,2,2,2,2
"2323",2337,1594934311150509824,15949,343,11,1,50509,"SE",7,1,"Quechua","Primaria incompleta","Hombre",4,53,850,15949,343,11,1,50509,7,7,1,2,2,2,2,2,2
"2324",2338,1594934311250509824,15949,343,11,2,50509,"SE",7,2,"Quechua","Primaria incompleta","Mujer",4,48,200,15949,343,11,2,50509,7,7,2,2,2,2,2,2,2
"2325",2339,1594934311350509824,15949,343,11,3,50509,"SE",7,3,"Quechua","Superior no universitaria Incompleta","Mujer",4,48,300,15949,343,11,3,50509,7,7,3,2,2,2,2,2,2
"2326",2340,1594934311450509824,15949,343,11,4,50509,"SE",7,2,"Castellano","Secundaria incompleta","Hombre",4,30,135,15949,343,11,4,50509,7,7,2,2,2,2,2,2,2
"2327",2341,1594934311550509824,15949,343,11,5,50509,"SE",7,5,"Castellano","Secundaria incompleta","Mujer",4,17,90,15949,343,11,5,50509,7,7,5,2,2,2,2,2,2
"2328",2342,1594934411250509824,15949,344,11,2,50509,"SE",7,2,"Quechua","Sin nivel","Mujer",4,35,150,15949,344,11,2,50509,7,7,2,2,2,2,2,2,2
"2329",2343,1594934411350509824,15949,344,11,3,50509,"SE",7,3,"Quechua","Superior no universitaria Incompleta","Hombre",4,10,200,15949,344,11,3,50509,7,7,3,2,2,2,2,2,2
"2330",2344,1594934411550509824,15949,344,11,5,50509,"SE",7,5,"Quechua","Superior no universitaria Incompleta","Mujer",4,42,200,15949,344,11,5,50509,7,7,5,2,2,2,2,2,2
"2331",2345,1594934711150509824,15949,347,11,1,50509,"SE",7,1,"Quechua","Secundaria incompleta","Hombre",4,48,300,15949,347,11,1,50509,7,7,1,2,2,2,2,2,2
"2332",2346,1594934711250509824,15949,347,11,2,50509,"SE",7,2,"Quechua","Primaria completa","Mujer",4,44,96,15949,347,11,2,50509,7,7,2,2,2,2,2,2,2
"2333",2347,1594934711350509824,15949,347,11,3,50509,"SE",7,3,"Quechua","Secundaria incompleta","Hombre",4,15,54,15949,347,11,3,50509,7,7,3,2,2,2,2,2,2
"2334",2348,1595058711650408704,15950,587,11,6,50408,"SE",7,6,"Castellano","Secundaria completa","Hombre",4,35,500,15950,587,11,6,50408,7,7,6,2,2,2,2,2,2
"2335",2349,1595415711160108544,15954,157,11,1,60108,"SN",2,1,"Castellano","Primaria incompleta","Mujer",3,28,400,15954,157,11,1,60108,4,2,1,2,2,2,2,2,2
"2336",2350,1595415711260108544,15954,157,11,2,60108,"SN",2,2,"Castellano","Superior universitaria completa","Hombre",4,44,150,15954,157,11,2,60108,4,2,2,2,2,2,2,2,2
"2337",2351,15956811160101420,15956,8,11,1,60101,"SN",2,1,"Castellano","Básica especial","Hombre",3,19,4500,15956,8,11,1,60101,4,2,1,2,2,2,2,2,2
"2338",2352,15956811360101424,15956,8,11,3,60101,"SN",2,3,"Castellano","Superior universitaria completa","Mujer",3,36,400,15956,8,11,3,60101,4,2,3,2,2,2,2,2,2
"2339",2353,159562311160101408,15956,23,11,1,60101,"SN",2,1,"Castellano","Superior no universitaria completa","Mujer",3,35,2200,15956,23,11,1,60101,4,2,1,2,2,2,2,2,2
"2340",2354,159562311260101408,15956,23,11,2,60101,"SN",2,2,"Castellano","Superior universitaria completa","Hombre",4,48,180,15956,23,11,2,60101,4,2,2,2,2,2,2,2,2
"2341",2355,159565311260101408,15956,53,11,2,60101,"SN",2,1,"Castellano","Superior no universitaria completa","Hombre",3,48,1000,15956,53,11,2,60101,4,2,1,2,2,2,2,2,2
"2342",2356,159565311360101408,15956,53,11,3,60101,"SN",2,1,"Castellano","Superior no universitaria completa","Mujer",3,48,500,15956,53,11,3,60101,4,2,1,2,2,2,2,2,2
"2343",2357,159566811260101408,15956,68,11,2,60101,"SN",2,2,"Castellano","Superior no universitaria completa","Mujer",3,40,2800,15956,68,11,2,60101,4,2,2,2,2,2,2,2,2
"2344",2358,159568311360101408,15956,83,11,3,60101,"SN",2,3,"Castellano","Maestria/Doctorado","Mujer",3,44,1000,15956,83,11,3,60101,4,2,3,2,2,2,2,2,2
"2345",2359,1595614411160101376,15956,144,11,1,60101,"SN",2,2,"Castellano","Secundaria completa","Hombre",4,48,1500,15956,144,11,1,60101,4,2,2,2,2,2,2,2,2
"2346",2360,15986211160301452,15986,2,11,1,60301,"SN",5,1,"Castellano","Secundaria completa","Mujer",3,48,350,15986,2,11,1,60301,4,5,1,2,2,2,2,2,2
"2347",2361,159861411160301440,15986,14,11,1,60301,"SN",5,1,"Castellano","Primaria incompleta","Hombre",4,48,150,15986,14,11,1,60301,4,5,1,2,2,2,2,2,2
"2348",2362,159863911160301440,15986,39,11,1,60301,"SN",5,1,"Castellano","Maestria/Doctorado","Hombre",3,0,3500,15986,39,11,1,60301,4,5,1,2,2,2,2,2,2
"2349",2363,159865111160301440,15986,51,11,1,60301,"SN",5,1,"Castellano","Superior no universitaria completa","Hombre",3,0,2400,15986,51,11,1,60301,4,5,1,2,2,2,2,2,2
"2350",2364,160085111160701440,16008,51,11,1,60701,"SN",5,1,"Castellano","Maestria/Doctorado","Hombre",3,48,2298,16008,51,11,1,60701,4,5,1,2,2,2,2,2,2
"2351",2365,160085111260701440,16008,51,11,2,60701,"SN",5,1,"Castellano","Superior no universitaria completa","Mujer",3,0,2298,16008,51,11,2,60701,4,5,1,2,2,2,2,2,2
"2352",2366,160087611160701440,16008,76,11,1,60701,"SN",5,1,"Castellano","Básica especial","Hombre",3,40,3600,16008,76,11,1,60701,4,5,1,2,2,2,2,2,2
"2353",2367,160087611260701440,16008,76,11,2,60701,"SN",5,2,"Castellano","Básica especial","Mujer",3,0,2700,16008,76,11,2,60701,4,5,2,2,2,2,2,2,2
"2354",2368,160088811160701440,16008,88,11,1,60701,"SN",5,1,"Castellano","Maestria/Doctorado","Hombre",3,0,2500,16008,88,11,1,60701,4,5,1,2,2,2,2,2,2
"2355",2369,160088811260701440,16008,88,11,2,60701,"SN",5,2,"Castellano","Maestria/Doctorado","Mujer",3,0,2183,16008,88,11,2,60701,4,5,2,2,2,2,2,2,2
"2356",2370,160201411160801728,16020,14,11,1,60801,"SE",3,1,"Castellano","Superior universitaria completa","Hombre",4,78,1000,16020,14,11,1,60801,7,3,1,2,2,2,2,2,2
"2357",2371,160206411160801728,16020,64,11,1,60801,"SE",3,1,"Castellano","Maestria/Doctorado","Mujer",3,48,930,16020,64,11,1,60801,7,3,1,2,2,2,2,2,2
"2358",2372,1.605913811361e+18,16059,138,11,3,61001,"SN",7,3,"Castellano","Superior no universitaria completa","Hombre",4,48,900,16059,138,11,3,61001,4,7,3,2,2,2,2,2,2
"2359",2373,160634611360309472,16063,46,11,3,60309,"SN",7,3,"Castellano","Secundaria completa","Hombre",3,48,250,16063,46,11,3,60309,4,7,3,2,2,2,2,2,2
"2360",2374,161115911161103488,16111,59,11,1,61103,"SN",8,1,"Castellano","Primaria completa","Hombre",4,44,180,16111,59,11,1,61103,4,8,1,2,2,2,2,2,2
"2361",2375,161116011361103488,16111,60,11,3,61103,"SN",8,3,"Castellano","Secundaria completa","Hombre",4,32,100,16111,60,11,3,61103,4,8,3,2,2,2,2,2,2
"2362",2376,1611112111361103360,16111,121,11,3,61103,"SN",8,3,"Castellano","Secundaria incompleta","Hombre",4,18,75,16111,121,11,3,61103,4,8,3,2,2,2,2,2,2
"2363",2377,1611112311261103360,16111,123,11,2,61103,"SN",8,2,"Castellano","Primaria completa","Mujer",4,21,28,16111,123,11,2,61103,4,8,2,2,2,2,2,2,2
"2364",2378,1611112311361103360,16111,123,11,3,61103,"SN",8,3,"Castellano","Secundaria completa","Hombre",4,8,25,16111,123,11,3,61103,4,8,3,2,2,2,2,2,2
"2365",2379,1611112311461103360,16111,123,11,4,61103,"SN",8,4,"Castellano","Secundaria completa","Hombre",4,48,270,16111,123,11,4,61103,4,8,4,2,2,2,2,2,2
